song_title,lyrics
Black,"Hey, oh
Sheets of empty canvas
Untouched sheets of clay
Were laid spread out before me
As her body once did
All five horizons
Revolved around her soul
As the earth to the sun
Now the air I tasted and breathed
Has taken a turn
Oh and all I taught her was everything
Oh I know she gave me all that she wore
And now my bitter hands
Chafe beneath the clouds
Of what was everything
Oh the pictures have
All been washed in black
Tattooed everything
I take a walk outside
I'm surrounded by
Some kids at play
I can feel their laughter
So why do I sear
Oh, and twisted thoughts that spin
Round my head
I'm spinning
Oh, I'm spinning
How quick the sun can, drop away
And now my bitter hands
Cradle broken glass
Of what was everything
All the pictures had
All been washed in black
Tattooed everything
All the love gone bad
Turned my world to black
Tattooed all I see
All that I am
All I'll be
Yeah
I know someday you'll have a beautiful life
I hope you'll be a star
In somebody else's sky
But why
Why
Why can't it be
Why can't it be mine"
Jeremy,"At home
Drawing pictures
Of mountain tops
With him on top
Lemon yellow sun
Arms raised in a V
The Dead lay in pools of maroon below
Daddy didn't give attention
Oh, to the fact that mommy didn't care
King Jeremy the wicked
Oh, ruled his world
Jeremy spoke in class today
Jeremy spoke in class today
Clearly I remember
Pickin' on the boy
Seemed a harmless little fuck
But we unleashed a lion
Gnashed his teeth
And bit the recess lady's breast
How could I forget
He hit me with a surprise left
My jaw left hurting
Dropped wide open
Just like the day
Like the day I heard
Daddy didn't give affection
And the boy was something mommy wouldn't wear
King Jeremy the wicked
Ruled his world
Jeremy spoke in class today
Jeremy spoke in class today
Jeremy spoke in class today
Try to forget this,
Try to erase this,
From the blackboard
Jeremy spoke in class today
Jeremy spoke in class today
Jeremy spoke in
spoke in
Jeremy spoke in
spoke in
Jeremy spoke in class today"
Oceans,"Hold on to the thread
The currents will shift
Glide me towards...
You know something's left
And we're all allowed
To dream of the next
Oh, ohh the next, time we touch...
Oooh...
Oooh...
Oooh...
Oooh...
You don't have to stray
Tho oceans away
Waves roll in my thoughts
Hold tight the ring...
The sea will rise...
Please stand by the shore...
Oh, oh, oh, I will be...
I will be there once more...
Oooh...
Oooh...
Oooh...
Oooh...
Uh huh, oh yeah...
Uh huh, oh yeah...
Uh huh, oh yeah...
Uh huh, oh yeah..."
Porch,"What the fuck is this world
Running to, you didn't
Leave a message, at least I
Could have learned your voice one last time
Daily minefield, this could
Be my time, 'bout you?
Would you hit me?
Would you hit me?
Oh oh oh
Oh whoa whoa, oh
All the bills go by, and
Initiatives are taken up
By the middle, there ain't gonna be any middle any more
And the cross I'm bearing home
Ain't indicative of my place, left the porch
Left the porch, oh oh oh
Hear my name, take a good look
This could be the day
Hold my hand, walk beside me
I just need to say
Hear my name, take a good look
This could be the day
Hold my hand, walk beside me
I just need to say
I could not take a-just one day
I know when I would not ever touch you
Hold you, feel you in my arms ever again
Yeah, yeah, yeah
Yeah, yeah, yeah
Yeah, yeah, yeah
Yeah, yeah, yeah"
Garden,"The direction of the eye
So misleading
The defection of the soul
Nauseously quick
I don't question
Our existence
I just question
Our modern needs
I will walk, with my hands bound
I will walk, with my face blood
I will walk, with my shadow flag
Into your garden
Garden of stone
After all is done
And we're still alone
I won't be taken
Yet I'll go
With my hands bound
I will walk, with my face blood
I will walk, with my shadow flag
Into your garden
Garden of stone
I don't show
I don't share
I don't need
What you have to give, yeah
I will walk, with my hands bound
I will walk, with my face blood
I will walk, with my shadow flag
Into your garden
Garden of
I will walk, with my hands bound
I will walk, into your garden
But I don't know
I don't know
I don't care
I don't need you for me to live"
Deep,"On the edge windowsill
Ponders his maker, ponders his will
To the street below, he just ain't nothin'
But he's got a great view
And he sinks a needle deep
Can't touch the bottom
In too deep
Can't touch the bottom
On the edge of a know-nothing town
Feeling quite superior, the aged come
To the sky above, he just ain't nothin'
But he's got a great view
And he sinks a burning knife deep
Can't touch the bottom
In too deep
Can't touch the bottom
In too deep
On the edge of a Christmas clean love
Young virgin from Heaven visiting Hell
To the man above her
She just ain't nothing
And she doesn't like the view
She doesn't like the view
She doesn't like the view
But he sinks himself deep
Can't touch the bottom
In too deep
Can't touch the bottom
Can't touch the bottom, deep"
Release,"I see the world, feel the chill
Which way to go, windowsill
I see the world's on a rocking horse of time
I see the birds in the rain
Oh, dear dad, can you see me now
I am myself, like you somehow
I'll ride the wave where it takes me
I'll hold the pain release me
Oh, dear dad, can you see this now
I am myself, like you somehow
I'll wait up in the dark for you to speak to me
I'll open up release me, release me, release me, release me"
Soldier of Love,"Lay down your arms and surrender to me
Oh, lay down your arms and love me peacefully, yeah
Use your arms for squeezing and pleasing the one that loves you so
Oh, there ain't no reason for you to declare
War on the one who loves you so
So forget the other boys because my love is real
Come off your battlefield
Lay down your arms and surrender to me
Ayy, lay down your arms and love me peacefully, yeah
Use your arms for squeezing and pleasing
That's the way it's gonna be
The weapons you're using are hurting me bad
But someday you're going to retreat
'Cause my love, baby, is the truest you've ever had
I'm a soldier of love that's hard to beat
Lay down your arms and surrender to me
Lay down your arms and love me peacefully, yeah
Use your arms to hold me tight
Baby, I don't wanna fight no more (no)
Use your arms to hold me tight
Baby, I don't wanna fight no more (no)
Baby, lay down your arms (baby)
Oh baby, lay down your arms (baby)
Oh baby, lay down your arms (baby)
Baby, lay down your arms (baby)
Baby, lay down your arms (baby)
Baby, lay down your arms (ayy, ayy)
Baby, lay down your arms (ayy)
Please baby, lay down your arms"
I Got Id,"My lips are shakin', my nails are bit off
Been a month since I heard myself talk
All the advantage this life's got on me
Picture a cup in the middle of the sea
And I fight back in my mind
Never lets me be right, oh
I got memories, I got shit
So much it don't show
I walked the line
When you held me in that night
I walked the line
When you held my hand that night
An empty shell seems so easy to crack
Got all these questions, don't know who I could even ask
So I'll just lie alone and wait for a dream
Where I'm not ugly and you're lookin' at me
And I'll stay in bed
Oh, blue eyes, I've seen him
If just once, I could feel loved
Oh, stare back at me, yeah
But I walked the line
When you held me in that night
Oh, I walked the line
When you held my hand that night
Oh, I walked the line
When you held me close that night
I paid the price
Never held you in real life
My lips are shakin'"
Long Road,"And I wished for so long, cannot stay
All the precious moments, I cannot stay
It's not like wings have fallen, I cannot stay
But without you something's missing, cannot say
Holding hands of daughters and sons
And their faiths are falling down, down, down, down
I have wished for so long
How I wish for you today
Will I walk the long road? Cannot stay
There's no need to say goodbye
All the friends and family
All the memories going round, round, round, round
I have wished for so long
How I wish for you today
And the wind are rollin'
And the sky keeps turning grey
And the sun is set
The sun will rise another day
I have wished for so long
How I wish for you today
I have wished for so long
How I wish for you today
Will I walk the long road?
(We all walk the long road)
We all walk the long road
(We all walk the long road)
We all walk the long road
(We all walk the long road)
We all walk the long road
(We all walk the long road)"
Flower,"Along her vain parade
Along her veins
All of seventeen
Eyes a purple green
Treated like a queen
She was on borrowed self-esteem
She would do her dance
A painful masquerade
Spinning you into her web
Along her vain parade
In her uniform
Studded brass and steel
Kissing napkin lipstick stains
And smearing sincerity
Along her vain parade
Along her veins
Time crept up on her
She's early gray
Her reflection looks concerned
And flowers hit her grave"
All Your Lies,"All your fears are lies
All your fears are lies
All your fears are lies
All your fears are lies
See through your
Tripless, falling, limping, crawling,
Biting, fighting, back from dying
Endless ending, comprehending
Nothing of the sin she's sinning
Loosely buying your cheating, your lying
Will make it mine
While never crying
Corralled like a cat
With my head in a sack
And I feel like I'm tied to a railroad track"
665,"It's creeping
In so slow
Trapping it, nobody's home
It's creeping in
So slow
Trapping it, nobody's home
Santa, I love you baby
My Christmas king
Santa, you're my king
I love you, Santa baby
Got what I need"
Beyond the Wheel,"Far beyond the road
Between your house and home
There is a churning storm
Of hailing burning bones
Tiny baby cries
Little, tiny pawn
In the profit gain
Tiny baby grows
Mother, who's your man
Is he doing what he can
To make a proper home, home
By overturning other stones, stones
Father, mighty man
Loves his little boys, boys
Shows them how to kill
To save his precious stones, stones
Far beyond the wheel
It steers your life around
We're driving flesh and blood
Deep into the ground, ground
Far beyond the wheel
It steers your life around
We're driving flesh and blood
Deep into the ground, ground"
667,"Kill them all
Steal their gold
Feed my boy's killer
Feed the young, prepare it save you
Feed the boy, hates to kill
Feed the young
Feed the young
Cool"
Mood for Trouble,"My mood was in full swing
My mood was in full swing
I wanted to be free
Free to want so stale
I did not want to hear
The perfect thing to say
Dying to squeeze out
The ugly truth for everyone to hear
Admit
You believed
Your perfect pool of lies
And now
If you could say it
Everything would be all right
I did not wanna fight
I did not wanna kill
I wanted to be real
I wanted to believe
That I was not the only one alive"
Circle of Power,"The day will finally come and come and come
Cause we have conquered a kingdom
And a place of rage
Covered with assholes
They belong there
Well here we live
To see their fear and their trembling words
Of a prodigy
A pretty(?), pretty(?) blank name on the list
An ""x"" for every accomplished deed.
Ol' big bad ass circle of power's comin' to getcha!
(lots of screaming, mumbling)
Not necessarily dumb, but just uh...beautiful...beautiful...
Well it's the circle of power
And it's all
It's all the same
Ah the circle, spinning the circle of power
And it's under different names
Oh the circle of power
It's all the same
The circle of power"
He Didn't,"He did nothing perfectly
He did nothing quite well
He did nothing perfectly,
Much better than anyone I've ever seen
He did nothing all the time
He did nothing constantly
He did nothing everyday,
More often than anyone I've ever seen
He failed, and he failed miserably
He failed, and he failed quite bad
He failed, and he failed miserably
What's better he never even had to try"
Smokestack Lightning,"Smokestack lightning
Shine a light home
Smokestack lightning
Shining like gold
Treats me like a clown
Wheels go driving slow
Trucks me out of town
Wheels go driving slow
Tell me baby
So when you coming home
Tell me baby
When you coming home
Wheels go driving slow
Wheels go driving slow
Wheels go driving slow"
Nazi Driver,"I don't care if it takes some time
I'm gonna make it right
I'm gonna make it right
Turn the head 360 degrees
Bite the hand that feeds
I don't care if it tastes like poison
Rip the legs from the thighs
Feed the prison, save the eyes
I don't care if it tastes like poison
I'm gonna feed the prison, feed the prison
Color in with lakes of red
Pile of bones for my bed
I'm gonna take some time
I'm gonna take some time
Hang your sides
To cure it right
Feed the prison, save the eyes
Not a tear will be shed
The only color is red... red
I don't care if it takes some time
I'm gonna make it right
I'm gonna make it right
Turn the head 360 degrees
Bite the hand that feeds
I don't care if it tastes like poison
Rip the legs from the thighs
Feed the prison, save the eyes
Not a tear will be shed
The only color is red
I don't care if it tastes like poison
I'm gonna feed the prison
I'm gonna feed the prison
I'm gonna feed"
Head Injury,"Head injury, head injury, head injury
You got a kiss for me, it hits me hard
You got a fist for me, you love so hard
My hands on my head, your words are like arrows
My hands on my head, there's permanent damage
Head injury, head injury, head injury
You got a kiss for me, it's sweet and frail
You got a fist for me, sure to impale
My hand on my head, your words are like arrows
My hand on my head, my mind growing narrow
Head injury"
Incessant Mace,"So he's afraid he'll suffer his father's fate
Two sets of silverware, cups and plates
Two burning hands and bleeding hearts
Don't feel it's not too late to start
Only the photographs on your wall
Are chained and down your hall
Reminding you of all the days
When you collected hell to pay
Well hell to pay
I said it's not too late
Not it's not too late
Incessant mace
Oh God I can see it, you know it's incessant mace
Leisure slacks and broken backs
Are what you get for piling stacks
Beneath your treasure chest
You wonder why you're under stress
No it's not too late
Incessant mace
Oh God I can see it, you know it's incessant mace"
One Minute of Silence,[Silence]
Rusty Cage,"You wired me awake
And hit me with a hand of broken nails
You tied my lead and pulled my chain
To watch my blood begin to boil
But I'm gonna break
I'm gonna break my
I'm gonna break my rusty cage and run
Too cold to start a fire
I'm burning diesel burning dinosaur bones
I'll take the river down to still water
And ride a pack of dogs
I'm gonna break
I'm gonna break my
I'm gonna break my rusty cage and run
Hits like a Phillips head into my brain
It's gonna be too dark to sleep again
Cutting my teeth on bars and rusty chains
I'm gonna break my rusty cage and run
When the forest burns along the road
Like God's eyes in my headlights
When the dogs are looking for their bones
And it's raining icepicks on your steel shore
I'm gonna break
I'm gonna break my
I'm gonna break my rusty cage and run"
Outshined,"I got up feeling so down
I got off being sold out
I've kept the movie rolling
But the story's getting old now
I just looked in the mirror
Things aren't looking so good
I'm looking California
And feeling Minnesota
So now you know, who gets mystified
Show me the power child, I'd like to say
That I'm down on my knees today
It gives me the butterflies, gives me away
Till I'm up on my feet again
I'm feeling outshined
Someone let the dogs out
They'll show you where the truth is
The grass is always greener
Where the dogs are shedding
I'm feeling that I'm sober
Even though I'm drinking
I can't get any lower
Still I feel I'm sinking
So now you know, who gets mystified
Show me the power child, I'd like to say
That I'm down on my knees today
It gives me the butterflies, gives me away
Till I'm up on my feet again
I'm feeling outshined"
Slaves & Bulldozers,"Every word I said is what I mean
Every word I said is what I mean
Everything I gave is what I need
Virgin eyes and dirty looks
On what I have and why I took
Counting all the hands I shook
Now I know why you've been shaking
Now I know why you've been shaking
So bleed your heart out
There's no more rides for free
Bleed your heart out
I said what's in it for me
Everything I've held is what I've freed
Everything I've held is what I've freed
Everything I've shown is what I feel
Buying lies and stealing jokes
And laughing every time I choke
Biding all the time you took
Now I know why you've been taken
Now I know why you've been taken
So bleed your heart out
There's no more rides for free
Bleed your heart out
I said what's in it for me"
Jesus Christ Pose,"And you stare at me in your Jesus Christ pose
Arms held out like you've been carrying a load
And you swear to me you don't want to be my slave
But you're staring at me like I need to be saved
In your Jesus Christ pose
Arms held out
In your Jesus Christ pose
Thorns and shroud like it's the coming of the Lord
And I swear to you that I would never feed you pain
But you're staring at me like I'm driving the nails
In your Jesus Christ pose
And you stare at me
In your Jesus Christ pose
Arms held out like it's the coming of the Lord
And would it pay you more to walk on water
Than to wear a crown of thorns
It wouldn't pain me more to bury you rich
Than to bury you poor
In your Jesus Christ pose"
Face Pollution,"I can count it on my fingers
I've got all my reasons not to feel
I'm numb as rigor mortis
Scared by monkey faces
Drowned in shark fins
But I don't feel like feeling
Feeling like you
Now I'm in the mirror
Now it's getting clear
I fear that I'm in you
Now I'm into plastics
Now I've made a mask
It looks like fish heads
But I don't feel like feeling
Feeling like you
Face pollution
Face pollution
Face pollution
Face pollution"
Somewhere,"I wish to wish I dream to dream
I try to try and I live to live
And I die to die and I cry to cry
But I know why
Somewhere in my dreams
Things that should
Still the willow weeps
On roses for the dead
In laughs of love
From the likes of her
To the time of me
Like to moon to earth
Or the sky to sea
Only we're no longer
Allowed to be, to be
Somewhere in the dreams
Of those who should
Live in all the keeps
Echo all the worlds
In laughs of love
For times that pass my life
I'll search for the sky
That she wanders by
Somewhere in the dreams
That the skies hold
Still the willow weeps
On roses for her bed
In laughs of love"
Searching With My Good Eye Closed,"Painted blue across my eyes
And tied the linen on
And I'm on my way
Looking for the paradigm
So I can pass it off
Is it on my side
Is to the sky
Looking to the sky and down
Searching for a ground
With my good eye closed
If I took you for a ride
Would you take it wrong
Or would you make it right
Looking for a pedestal
That I can put you on
And be on my way
Is it to the sky
Looking to the sky and down
Searching for a ground
With my good eye closed
Stop you're trying to bruise my mind
I can do it on my own
Stop you're trying to kill my time
It's been my death since I was born
I don't remember half the time
If I'm hiding or I'm lost
But I'm on my way"
Room A Thousand Years Wide,"Listen, hear, he is inside
One who lives while others lie
I close my eyes and walk a thousand years
A thousand years that aren't mine
It seems he's near me as I walk
One who loved what love denied
He lives these years that I walk blind
All these years cannot be mine
Tomorrow begat tomorrow
Begat tomorrow
Begat tomorrow
A thousand doors a thousand lies
Rooms a thousand years wide
He walks in the cold sun and wind
All these years will not begin
Tomorrow begat tomorrow
Begat tomorrow"
Mind Riot,"I was slipping through the cracks of a stolen jewel
I was tightrope walking in two ton shoes
Now somebody is talking about a third world war
And the police said this was normal control
And the candle was burning yesterday
Like somebody's best friend died
And I've been caught in a mind riot
I was crying from my eye teeth and bleeding from my soul
And I sharpened my wits on a dead man's skull
I built an elevator from his bones
Had to climb to the top floor just to stamp out the coals
And the candle was burning yesterday
Like somebody's best friend died
And I've been caught in a mind riot
I'm tied within
I'm luck's last match struck
In the pouring down wind"
Drawing Flies,"Sitting here like uninvited company
Wallowing in my own obscenities
I share a cigarette with negativity
Sitting here like wet ashes
With exes in my eyes and drawing flies
Bathed in perspiration drowned my enemies
Used my inspiration for a guillotine
I fire a loaded mental cannon to the page
Leaning on the pedestal that holds my self denial
Firing the pistol that shoots my holy pride
Sitting here like wet ashes
With exes in my eyes, and drawing flies
Hey what you yelling
About, conditions, permission, mirrored self affliction
Hey what you yellin' about sadists'
Co-addiction, perfect analogies
Hey what you yellin' about conditions
Permission mirrored self affliction
Leaning on the pedestal that holds my self denial
Firing the pistol that shoots my holy pride
Sitting here like wet ashes with exes in my eyes
And drawing flies"
Holy Water,"Holy water on the brain and I'm losing sleep
Holy bible on the night stand next to me
As I'm raped by another monkey circus freak
Trying to take my indignance away from me
Holy water is rusting me
Bloody murder is the best I've heard her scream
Holy devil in the flesh some might believe
And they take thine majesty so seriously
It's the big lies that are more likely to be believed
Holy water is rusting me
Damn the water if it's life you want to drink
Mind your mother if it makes you feel at ease
As you're raped by another monkey circus freak
It's the big lies that are more likely to be believed"
New Damage,"A new damage comes
It's a faceless poison
A new world order
It's new damage done
The wreck is going down
Get out before you drown
The wreck is going down
Get out before you drown
Get out, yeah
A new damage comes
It's a new word for plague
A new world order
A new word for hate
The wreck is going down
Get out before you drown
The wreck is going down
Get out before you drown
Get out, yeah, before you drown
Get out, get out, oh yeah
New damage comes
It's a new word for plague
A new world order
A new word for hate
The wreck is going down
Get out before you drown
The wreck is going down
Get out before you drown
Get out, get out, get out
Before you drown, before you drown
Get out, get out, get out, get out
Get out, get out, get out, get out
Before you drown, get out
Get out before you drown
Before you drown
Before, before you drown"
Hunted Down,"They saw you today as you were leaving
Now they run to hunt you down
Dogs lead the chase and you are bleeding
They run to hunt you down
Your narrow escape
Has wiped the smile right from your face
Those starved dogs howling
Run to hunt you down
As they run, hunt you down
You smile as you look in the mirror
Tears have left your eyes
Your face has a different exterior
Permanent disguise
Your narrow escape
Has wiped the smile right from your face
Those starved dogs howling
Run to hunt you down
As they run, hunt you down right now
Right now, right now, right now, right now, right now"
Entering,"I'm entering
Without a sound
I'm entering
On wings I've found
A million miles
Of covered ground
I'm entering, entering yeah
Well I'm entering
I'm entering
Without a sound
I'm entering
On wings I've found
A million miles
Of covered ground
I'm entering, I'm entering yeah
Well I'm entering, yeah, yeah
I'm entering
Bleeding hearts, two lights, goodness, stable
Glass on bars won't hold me back
Without a sound
Or a thought
I'm entering
I'm entering
Oh yeah without a sound
I'm entering, entering
On wings I've found
A million, million miles, a million miles
Well I'm entering, entering, entering, entering, entering, entering yeah"
Tears to Forget,"These tears to remember
These tears to forget
When I try to cry one
These tears do forget you
I suckle life
Its love and its beauty
Well I scream from life
Its honor and its beauty
These tears to remember
These tears to forget
When I try to cry one
These tears they do forget you
I suckle life
Its love and its beauty
Well I scream from life
Its honor and its beauty
Remember, forget"
Nothing to Say,"Someone says my words are out of balance
Nothing to say, you got nothing to say
Dying words I bury everyday
Nothing to say, I've got nothing to say, nothing but the one thing
You've got nothing to say, nothing to say
Big bad words, spell it with four letters
Nothing to say, you got nothing to say
Oh God, your words are out of balance
Nothing to say, you got nothing to say, nothing but the one thing
Nothing, nothing
You've got nothing, nothing to say
Nothing but the one thing
Nothing, nothing, nothing, nothing, nothing, nothing"
Little Joe,"Little Joe, run for the border
Leave your home, leave your mother and father
Go to where the reptiles roam
On the side of the border that is your home
Little Joe, eyes of your lover look back on you
As you run for cover
Those sticks and fire, sticks and fire, won't break your bones
It is a lie
Little Joe, just like your father
Your eyes will water, your guts will splatter
Those sticks and fire, sticks and fire, won't break your bones
It is a lie
Litle Joe, run for the border
Leave your whole home, leave your mother and father
Go to where the reptiles roam
They're waiting for you little Joe
Little Joe run for the border
Leave your home, leave your mother and father
Go to where the reptiles roam
On the side of the border that is your home
Little Joe, just like your father
Your eyes will water, your guts will splattter
Those sticks and fire, sticks and fire, won't break your bones
It is a lie"
Hand of God,"(preacher speaking)
Now I would like friends if this evening
We should stand there with all other of God's
Creatures on the curbstone and watch this
March of time. Let us take our stand with them
And as we stand there I here one of them whispering
He is a Hebrew sage, he says 'vanity of vanities the
whole thing is a vain parade. It has no meaning'
(end preacher speaking)
The hand of God lays high above me
I'll be so good if you really love me
Let me feel your mighty crunch
As you rub me out like water, fire, coal, etc.
Let it be known today, if you got two hands
You're supposed to pray
Fingers of fire, coal, and lead
Fondly love me 'til I'm dead
The hand of God is thick and callous
Bruised and torn from stones and sticks
The hand of God has got a ring about the size of Texas
Made of sweet, smelly stuff
My fingers never smell
Let me try on your hand and see if it fits
Don't worry I won't touch anything unholy with it
Let it be known today, if you got two hands
You're supposed to pray"
Sub Pop Rock City,"I'm not stoned but I wanted to tell ya
When I'm in the mood, I could think of playing there
Going to Seattle where the rock's so heavy
With all them sex dogs in my Chevy
At the XTC, party, everybody's invited
Cool! give it dude, we're plastic like you
Going to a show, rock's all night
And everyone I hate is at the party tonight
I said Sub Pop Rock City
Hello
(Jonathan Poneman) This is Jonathan
Hey Jon
(JP) I just wanna know, what the heck's going on?
Well you know, I have this problem
(JP) What the heck's going on?
Yah, okay, well do you think you'd have too much trouble if we got rid of
our sideburns?
(JP) At your earliest convenience
Well, I know you've said that before, but do you think Bruce would mind?
(Bruce Pavitt) This is Bruce Pavitt
Bruce, I mean, kay, could we have our dollar back Bruce?
(BP) Bye"
Fopp,"Fopped last night and the night before
I had to fopp outside and then I went indoors
Fopped so hard I made the people warm
They stood back and gave me all the floor
I did the fopp, the fopp
they wouldn't let me stop
Yeah I was foppin' and rockin'
Had the house hoppin'
Foppin', the way it makes you go, everybody was
Foppin', everywhere you go, do all your
Shoppin', wiggle to the floor, everybody was Foppin'
Fopp with me and I'll fopp with you
Foppin' is the brand new thing to do
Fopped so hard that I lost my shoe
I fopped so tough they had to make some room
Break your leg, don't you fopp your back
Do your thing, don't you give no slack
Shake your hips and then you turn around
Well first you fopp it up
And then you fopp it down
Fopp me right, don't you fopp me wrong
We'll be here foppin' all night long
I'm too short, baby, and you're too tall
But when we're foppin' that don't mean a thing at all
Foppin', the way it makes you go, everybody was
Foppin', everywhere you go, do all your
Shoppin', wiggle to the floor,, everybody was Foppin'"
Fopp (Fucked Up Heavy Dub Mix),"Fopped last night and the night before
I had to fopp outside and then I went indoors
Fopped so hard I made the people warm
They stood back and gave me all the floor
I did the fopp, the fopp
They wouldn't let me stop
Yeah I was foppin' and rockin'
Had the house hoppin'
Foppin', the way it makes you go, everybody was
Foppin', everywhere you go, do all your
Shoppin', wiggle to the floor, everybody was foppin'
Fopp with me and I'll fopp with you
Foppin' is the brand new thing to do
Fopped so hard that I lost my shoe
I fopped so tough they had to make some room
Break your leg, don't you fopp your back
Do your thing, don't you give no slack
Shake your hips and then you turn around
Well first you fopp it up
And then you fopp it down
Fopp me right, don't you fopp me wrong
We'll be here foppin' all night long
I'm too short, baby, and you're too tall
But when we're foppin' that don't mean a thing at all
Foppin', the way it makes you go, everybody was
Foppin', everywhere you go, do all your
Shoppin', wiggle to the floor, everybody was foppin' yeah
Fopp and rock
Fopp and rock
Yeah, I did the fopp and rock
Fopp and rock
Oh, fopp and rock
Yeah, I did the fopp and rock
Yeah, fopp and rock
Yeah, I did the fopp and rock yeah"
Kingdom of Come,"So you think I got something on you?
I bet I know what you're gonna do
I'm asking me and talking blue
Fill your head
With crazy sounds
It ain't as pretty coming out
So glad to see you're at it again
So glad I ain't your only friend
When are you going to understand
That it's okay
Maybe now
It ain't as pretty coming out
Fill your head
With crazy sounds
It ain't as pretty coming out"
Swallow My Pride,"She looked at me with dignity
She said there's something you gotta see
Even though this country's headed for war
This nation is prouder than ever before
Yeah that was spirit in the air
We're more American than anywhere
And I just smile cause I could tell
This little girl was going to
Hell
Now I wouldn't mind
If you swallowed my pride
Make me feel alright
Yeah now deep inside
Feel alright
Hey, all the warmth in her heart
Couldn't keep my blood from running cold
Cause I fell for her looks
Now I wanna go for her throne
I tried to tell her a thousand times
But little girl didn't understand at all
Now I wouldn't mind
If you swallow my pride
Make me feel alright
Yeah now deep inside
Feel alright
Alright
You can swallow my pride
Now I wouldn't mind
If you swallowed my pride
Make me feel alright, deep inside
Feel alright
Pride... pride... pride
You can swallow my pride"
Been Away Too Long,"You can't go home, no I swear you never can
You can walk a million miles and get nowhere
I got no where to go ever since I came back
Just filling in the lines for the holes, and the cracks
(Yeah)
No one knows me
No one saves me
No one loves or hates me
I've been away for too long
This place has a special kind of falling apart
Like they put the whole thing together in the dark
No one knows where the edge of the knife is
And no one knows where intelligent life is
(Yeah)
No one knows me
No one saves me
No one loves or hates me
But it's fate
I only ever really wanted a break
I've been away for too long
Though I never really wanted to stay
I've been away for too long
I've been away for too long
I've been away for too long
Kilos, through key holes
Widows, through windows
Pilots, through eyelets
Everyone is silent
Tankards and flagons and snifters and flutes on my way home
But it's fate
I only ever really wanted a break
I've been away for too long
Though I never really wanted to stay
I've been away -- But it's fate
I only ever really wanted a break
I've been away for too long
Though I never really wanted to stay
I've been away for too long"
Non-State Actor,"Coin in every pocket
More mouths to fill
So weak in the land
Strong in the will (need)
I'll be your beast of burden
I'll be the seed
I bring you the healer
Feel your disease
I bring dirty water
And make it clean (young)
And you are the cure
I am the drug
And we settle for
A little bit more than everything
We're not elected
But we will speak
We're not the chosen
But we believe
And we settle for a little bit more
Than everything
Bullets, guns, and missiles
A stone and a sling
A motherless country
Of thee I sing (song)
You are the tank and rockets
I am the bomb
I teach you a lesson
Sword for a pen
Reading turn the pages
A history of man (look)
You are tabula rasa
I am the book
And we settle for a little bit more than everything
We're not elected
But we will speak
We're not the chosen
But we believe
And we settle for
A little bit more than everything
I'm a non-state actor
I'm a non-state actor
I'm a non-state
I'm a non-state actor
And we settle for a little bit more than everything
We're not elected but we will speak
We're not the chosen but we believe
And we settle for a little bit more than everything
A little bit more
A little bit more
A little bit more
A little bit more"
By Crooked Steps,"I'm addicted to feeling
Stealing love isn't stealing
Can't you see that I understand your mind?
I'm a walking believer
I'm a ghost and a healer
I'm the shape of the hole inside your heart
Not looking for a brighter side
Crooked steps will take me higher
I don't care if you want to cry
I'm a soldier for hire
Killing all you admire
And you live in the cloud but that will change
Not looking for a brighter side
Crooked steps will take me higher
I don't care if you want to cry
Blood raining down
Cuts a deep, deep river
And we're diving
And we're diving
By crooked steps
Right behind you
By crooked steps
Right behind you
I'm a walking believer
I'm a ghost and a healer
Can't you see that I understand your mind?
By crooked steps
Right behind you"
A Thousand Days Before,"Life
A thousand days ago
I was
Sinking in a hole
Try(ing)
To melt into the walls
Now
I am here inside the bowl
Here in the cold
Where no one stayed behind me
Now
A thousand days have gone
Again
Like the sun and moon at war
And
Give or take a thousand more
Here in the cold
Where no one stayed behind me
I’ll be on my own side
You know where to find me
You know where to find me
Here in the cold
Where no one stayed beside me
I’ll be on my own side
You know where to find me
You know where to find me
Born
With a thousand little holes
And
A tear to fill up every one
A thousand to ignore
I’ll be on my own side
I’ll be on my own side
I’ll be on my own side"
Blood On The Valley Floor,"Mountains all around
All together we stumble
Eleven million clowns
Every one with a razor out
And the smoke lies on the valley floor
And the blood dries while we spill some more
Once we were the end
The end of the long road
Leading to the start
Of the ever-invading crowds
And the smoke lies on the valley floor
And the blood dries while we spill
Endless summer, needless space
Fill it all up with a void
Mountains all around
Altogether we tumble down
And the smoke lies on the valley floor
And the blood dries while we spill some more"
Bones Of Birds,"Time is my friend 'til it ain't and runs out
And that is all that I have 'til it's gone
Try to build a home, bones of birds
Singing in the cold and fall to earth
Hey, sometimes she won't cry
When the smallest one is drowned
Too weak to survive probably... maybe
Try to look out through a hole in a bag
Circle above looking down, bird of prey
Try to build a home, bones of birds
Singing in the cold and fall to earth
Hey, sometimes she won't cry
When the smallest one is drowned
Too weak to survive
Too weak to survive
Too weak to survive probably... maybe
Try to build a home, bones of birds
Singing in the cold and fall to earth
Hey, sometimes she won't cry
When the smallest one is drowned
Too weak to survive probably
Hey, sometimes she won't cry
When the smallest one is drowned
Too weak to survive
Too weak to survive
Too weak to survive"
